2454014.623	6.0			Vis.	WI		60	61	SB1993		No		G				KHI CYG
2454014.89583	5.9			Vis.	MTH		5.1	6.0	10/93		No		G				KHI CYG
2454015.2326	6.2			Vis.	RZM		57	68	9/94		No		G				KHI CYG
2454015.24	6.2			Vis.	PPS	         					No		G				KHI CYG
2454015.3	6.2			Vis.	VOL		61	64	A9/94		No		G				KHI CYG
2454015.3	6.5			Vis.	SGX	         					No		G				KHI CYG
2454015.31	5.3			Vis.	LCR		48	49	AAVSO STAN		No		G				KHI CYG
2454015.31	6.3			Vis.	MPV	         					No		G				KHI CYG
2454015.33	6.2			Vis.	GGZ	         					No		G				KHI CYG
2454015.3410	6.2			Vis.	FMR		61	64	S B 93		No		G				KHI CYG
2454015.3444	6.0			Vis.	SYI	TO	57	61		CHI CYG = 5.95 MAG	No		G				KHI CYG
2454015.365	6.2			Vis.	ATI	         					No		G				KHI CYG
2454015.4	6.1			Vis.	MOI						No		G				KHI CYG
2454015.4	6.3			Vis.	DMO	         					No		G				KHI CYG
2454015.41667	6.3			Vis.	CXO	O	6.0	6.1	9/94	10x50	No		G				KHI CYG
2454015.44	6.0			Vis.	MEZ	         					No		G				KHI CYG
2454015.57292	6.0			Vis.	MPS		5.9	6.1	031103		No		G				KHI CYG
2454015.89444	5.9			Vis.	MTH		5.1	6.0	10/93		No		G				KHI CYG
2454016.0590	6.4			Vis.	SSU						No		G				KHI CYG
2454016.229	5.8			Vis.	KIS				S/d/1993		No		G				KHI CYG
2454016.2639	6.2			Vis.	WAS	M U	51	64	SA97		No		G				KHI CYG
2454016.2722	6.3			Vis.	NDQ		61	64	9/94		No		G				KHI CYG
2454016.28	6.0			Vis.	MEZ	         					No		G				KHI CYG
2454016.29	6.2			Vis.	SAC	M	61/64		S/b/1953		No		G				KHI CYG
2454016.29514	6.1			Vis.	SJOE		61	65	9/94	8x40 FULL MOON	No		G				KHI CYG
2454016.3	6.1			Vis.	KUC	         					No		G				KHI CYG
2454016.3	6.3			Vis.	NDQ						No		G				KHI CYG
2454016.3000	6.4			Vis.	VDL		91	64	SB1093		No		G				KHI CYG
2454016.3257	6.7			Vis.	BVE		64	68	SA1994		No		G				KHI CYG
2454016.3333	6.2			Vis.	VBH		61	64	SA0994		No		G				KHI CYG
2454016.41667	6.3			Vis.	CXO	O	6.0	6.1	9/94	10x50	No		G				KHI CYG
2454016.5	6.2			Vis.	CGF		5.9	6.1	1986		No		G				KHI CYG
2454016.91250	5.9			Vis.	MTH		5.1	6.0	10/93		No		G				KHI CYG
2454017.23	6.2			Vis.	PPS	         					No		G				KHI CYG
2454017.25	6.3			Vis.	MEZ	         					No		G				KHI CYG
2454017.2549	6.1			Vis.	SJZ	M	59	61	SA1994		No		G				KHI CYG
2454017.285	6.0			Vis.	LTO		5.9/6.1		S/d/1993		No		G				KHI CYG
2454017.3	5.9			Vis.	VFK		51	61	SB1953		No		G				KHI CYG
2454017.3000	6.3			Vis.	VNL		6.1		SB1986		No		G				KHI CYG
2454017.3736	6.0			Vis.	SYI	TO	61			CHI CYG = 5.99 MAG; ARGEL�NDER METHOD; COMP. STAR = HIP 97087  6.07 MAG	No		G				KHI CYG
2454017.4	6.2			Vis.	KUC	         					No		G				KHI CYG
2454017.5	6.3			Vis.	WEF						No		G				KHI CYG
2454017.5111	6.6			Vis.	TYS		64	68	S/A/86		No		G				KHI CYG
2454017.54861	6.2			Vis.	SHA		5.1	6.1	SA1994		No		G				KHI CYG
2454017.91944	6.0			Vis.	MTH		5.1	6.0	10/93		No		G				KHI CYG
2454018.2417	6.1			Vis.	LMT	H	61	64	9/94		No		G				KHI CYG
2454018.2479	5.8			Vis.	KOC					      =	No		G				KHI CYG
2454018.281979	6.907	0.007		V	MIQ	H	98		AAVSO 1946		No	1.069	G				KHI CYG
2454018.283796	6.896	0.007		V	MIQ	H	98		AAVSO 1946		No	1.069	G				KHI CYG
2454018.284572	6.943	0.007		V	MIQ	H	98		AAVSO 1946		No	1.069	G				KHI CYG
2454018.285359	6.897	0.007		V	MIQ	H	98		AAVSO 1946		No	1.069	G				KHI CYG
