2455801.367180	12.529000	0.011000		V	ATE		138	140	110825		No	1.49	P		13.846		SN 2011FE		STD		
2455801.367920	12.496000	0.011000		V	ATE		138	140	110825		No	1.50	P		13.847		SN 2011FE		STD		
2455801.368660	12.517000	0.011000		V	ATE		138	140	110825		No	1.50	P		13.879		SN 2011FE		STD		
2455801.369400	12.510000	0.011000		V	ATE		138	140	110825		No	1.50	P		13.882		SN 2011FE		STD		
2455801.370000	12.300000			Vis.	PUJ		117	128	5249CNN	SN in M101	No		P				SN 2011FE		STD		
2455801.371530	12.100000			Vis.	CVJ		11.7	12.8	AAVSO		No		P				SN 2011FE		STD		
2455801.381940	12.400000			Vis.	EMA		117	128	5249DUR		No		P				PTF11KLY		STD		
2455801.383840	12.573000	0.031000		V	RMU		ENSEMBLE	STAR 2	5249CHX		No	1.622	P		13.573		SN 2011FE		STD		
2455801.385000	12.672000	0.035000		V	OAR		117	140	5252gli		No		P	11.735	13.987		SN 2011FE		STD		
2455801.388890	12.600000			Vis.	STI		117	131	5249kf	CCD img., Slooh,Tenerife	No		P				SN 2011FE		STD		
2455801.396530	12.450000	0.015000		V	MUY		138	140	5249mz		No		P	13.8	14.0		PTF11KLY		STD		
2455801.397000	12.470000			V	PYG		140		5249DOQ	BRT	No		P	14.0			SN 2011FE		STD		
2455801.401000	12.600000			Vis.	PYG	Y	128+2		5249DOQ		No		P				SN 2011FE		STD		
2455801.422220	12.426000	0.020000		V	GQR		000-BKD-531	000-BKD-529	5252bqh		No		P	13.291	12.751		PTF11kly		STD		
2455801.445600	12.448000			V	SWQ				5249ve		No		P	14.0	13.8		SN 2011FE		STD		
2455801.527800	12.800000			Vis.	VSD		123		5252bbv		No		P				SN 2011FE		STD		
2455801.577780	12.370000	0.020000		V	SHA		000-BKD-533	000-BKD-534	5252anp		No	1.41	P	13.801	13.991		SN 2011FE		STD		
2455801.578170	12.507000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.388	P		14.099		PTF11KLY		STD		
2455801.578630	12.543000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.390	P		14.145		PTF11KLY		STD		
2455801.579580	12.503000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.395	P		14.046		PTF11KLY		STD		
2455801.580050	12.528000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.397	P		14.029		PTF11KLY		STD		
