2448118.500000	8.600000			Vis.	KVI						No		G				AA CAS		STD		
2448118.500000	8.500000			Vis.	TPS						No		G				AA CAS		STD		
2448120.360000	9.000000			Vis.	PMR						No		G				AA CAS		STD		
2448121.500000	8.100000			Vis.	SJZ						No		G				AA CAS		STD		
2448122.400000	8.500000			Vis.	MZS						No		G				AA CAS		STD		
2448122.400000	8.300000			Vis.	SKV						No		G				AA CAS		STD		
2448123.360000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448128.400000	8.300000			Vis.	PPS						No		G				AA CAS		STD		
2448128.400000	8.700000			Vis.	WTK						No		G				AA CAS		STD		
2448128.500000	8.400000			Vis.	SJQ						No		G				AA CAS		STD		
2448129.400000	8.500000			Vis.	PMR						No		G				AA CAS		STD		
2448131.400000	8.600000			Vis.	VED						No		G				AA CAS		STD		
2448131.400000	7.900000			Vis.	SJZ						No		G				AA CAS		STD		
2448141.340000	8.500000			Vis.	VED						No		G				AA CAS		STD		
2448144.400000	8.300000			Vis.	PPS						No		G				AA CAS		STD		
2448146.300000	8.400000			Vis.	SKV						No		G				AA CAS		STD		
2448149.400000	8.300000			Vis.	VED						No		G				AA CAS		STD		
2448157.400000	8.000000			Vis.	SJZ						No		G				AA CAS		STD		
2448157.400000	8.300000			Vis.	SQJ						No		G				AA CAS		STD		
2448161.300000	8.300000			Vis.	VED						No		G				AA CAS		STD		
2448168.300000	8.200000			Vis.	SJZ						No		G				AA CAS		STD		
2448169.380000	8.300000			Vis.	VED						No		G				AA CAS		STD		
2448170.380000	8.900000			Vis.	PMR						No		G				AA CAS		STD		
2448175.300000	8.700000			Vis.	SJQ						No		G				AA CAS		STD		
2448175.300000	8.600000			Vis.	SKV						No		G				AA CAS		STD		
2448176.300000	8.300000			Vis.	SJZ						No		G				AA CAS		STD		
2448176.350000	8.500000			Vis.	VED						No		G				AA CAS		STD		
2448176.400000	9.100000			Vis.	MZS						No		G				AA CAS		STD		
2448177.300000	8.700000			Vis.	SJQ						No		G				AA CAS		STD		
2448177.310000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448177.400000	8.500000			Vis.	KYA						No		G				AA CAS		STD		
2448180.300000	8.700000			Vis.	PPS						No		G				AA CAS		STD		
2448180.300000	8.800000			Vis.	SJQ						No		G				AA CAS		STD		
2448181.700000	8.200000			Vis.	SWT						No		G				AA CAS		STD		
2448182.300000	8.300000			Vis.	SJZ						No		G				AA CAS		STD		
2448182.300000	8.600000			Vis.	SKV						No		G				AA CAS		STD		
2448184.400000	8.800000			Vis.	SJQ						No		G				AA CAS		STD		
2448185.360000	9.000000			Vis.	PMR						No		G				AA CAS		STD		
2448185.360000	8.500000			Vis.	VED						No		G				AA CAS		STD		
2448190.300000	8.300000			Vis.	SJZ						No		G				AA CAS		STD		
2448190.300000	8.700000			Vis.	SJQ						No		G				AA CAS		STD		
2448195.280000	8.900000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448197.300000	8.700000			Vis.	VED						No		G				AA CAS		STD		
2448200.370000	8.800000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448202.260000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448202.300000	8.600000			Vis.	PPS						No		G				AA CAS		STD		
2448204.310000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448206.300000	9.200000			Vis.	SKV						No		G				AA CAS		STD		
2448206.300000	8.300000			Vis.	SJZ						No		G				AA CAS		STD		
2448212.400000	8.400000			Vis.	MZS						No		G				AA CAS		STD		
2448213.260000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448216.330000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448219.450000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448219.800000	8.500000			Vis.	LAR						No		G				AA CAS		STD		
2448221.300000	8.200000			Vis.	SJQ						No		G				AA CAS		STD		
2448221.600000	8.500000			Vis.	SWT						No		G				AA CAS		STD		
2448222.300000	8.300000			Vis.	SJZ						No		G				AA CAS		STD		
2448222.300000	8.300000			Vis.	KHL						No		G				AA CAS		STD		
2448223.210000	8.800000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448223.330000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448227.250000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448227.300000	8.800000			Vis.	PPS						No		G				AA CAS		STD		
2448229.300000	8.700000			Vis.	SKV						No		G				AA CAS		STD		
2448230.260000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448231.240000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448231.320000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448233.200000	8.300000			Vis.	SJZ						No		G				AA CAS		STD		
2448239.290000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448242.330000	8.700000			Vis.	VED						No		G				AA CAS		STD		
2448247.260000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448250.650000	9.100000			Vis.	YRK						No		G				AA CAS		STD		
2448251.300000	8.700000			Vis.	SKV						No		G				AA CAS		STD		
2448251.300000	8.800000			Vis.	PPS						No		G				AA CAS		STD		
2448253.330000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448257.280000	9.200000			Vis.	PMR						No		G				AA CAS		STD		
2448261.350000	8.700000			Vis.	VED						No		G				AA CAS		STD		
2448267.300000	8.800000			Vis.	SJZ						No		G				AA CAS		STD		
2448268.140000	9.200000			Vis.	PMR						No		G				AA CAS		STD		
2448268.400000	9.200000			Vis.	MDI						No		G				AA CAS		STD		
2448269.250000	8.800000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448270.340000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448274.300000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448275.200000	8.900000			Vis.	SJZ						No		G				AA CAS		STD		
2448275.250000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448278.310000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448278.400000	9.200000			Vis.	MDI						No		G				AA CAS		STD		
2448278.410000	8.700000			Vis.	VED						No		G				AA CAS		STD		
2448282.240000	9.000000			Vis.	PMR						No		G				AA CAS		STD		
2448284.260000	8.600000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448285.650000	8.900000			Vis.	YRK						No		G				AA CAS		STD		
2448286.340000	8.700000			Vis.	VED						No		G				AA CAS		STD		
2448289.300000	8.500000			Vis.	SJZ						No		G				AA CAS		STD		
2448290.200000	8.300000			Vis.	KOS						No		G				AA CAS		STD		
2448291.300000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448293.330000	8.600000			Vis.	VED						No		G				AA CAS		STD		
