2445001.3,3.1,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445002.3,3.0,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445012.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445013.3,3.3,,,Visual,WLP,,,,,,No,,G,,,,000-BCT-905
2445014.3,3.3,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445022.3,3.7,,,Visual,BOH,,,,,,No,,D,,,,000-BCT-905
2445024.65,3.04,,,V,KRK,  PEPV,,,,,No,,G,,,,000-BCT-905
2445030.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445032.7,3.00,,,V,KRK,  PEPV,,,,,No,,G,,,,000-BCT-905
2445034.4,3.1,,,Visual,BMU,,,,,,No,,G,,,,000-BCT-905
2445044.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445056.34,3.0,,,Visual,MED,,,,,,No,,G,,,,000-BCT-905
2445072.3,3.1,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445074.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445075.3,3.1,,,Visual,BMU,,,,,,No,,G,,,,000-BCT-905
2445077.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445082.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445087.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445093.4,3.1,,,Visual,BMU,,,,,,No,,G,,,,000-BCT-905
2445139.5,3.0,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445168.5,3.0,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445168.5,3.0,,,Visual,WLP,,,,,,No,,G,,,,000-BCT-905
2445169.5,3.1,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445170.6,3.2,,,Visual,BMU,,,,,,No,,G,,,,000-BCT-905
2445181.5,3.2,,,Visual,BMU,,,,,,No,,G,,,,000-BCT-905
2445181.5,3.3,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445192.5,3.1,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445193.5,3.1,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445196.3,3.2,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445197.5,3.3,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445199.5,3.3,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445209.5,3.4,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445211.3,3.3,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445212.3,3.4,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445215.3,3.5,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445217.7,3.1,,,Visual,WEF,,,,,,No,,G,,,,000-BCT-905
2445224.5,3.4,,,Visual,BMU,,,,,,No,,G,,,,000-BCT-905
2445226.7,3.3,,,Visual,WEF,,,,,,No,,G,,,,000-BCT-905
2445228.3,3.9,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445232.3,3.7,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445233.7,3.3,,,Visual,WEF,,,,,,No,,G,,,,000-BCT-905
2445236.5,3.7,,,Visual,VNL,,,,,,No,,G,,,,000-BCT-905
2445237.3,3.6,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445239.4,3.4,,,Visual,ECH,,,,,,No,,G,,,,000-BCT-905
2445240.7,3.3,,,Visual,WEF,,,,,,No,,G,,,,000-BCT-905
2445241.3,3.6,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445244.646,3.1,,,Visual,WEF,,,,,,No,,G,,,,000-BCT-905
2445247.3,3.7,,,Visual,BOH,,,,,,No,,G,,,,000-BCT-905
2445249.9,3.1,,,Visual,BDT,,,,,,No,,G,,,,000-BCT-905
2445250.6,3.1,,,Visual,BDT,,,,,,No,,G,,,,000-BCT-905
2445250.9,3.2,,,Visual,BDT,,,,,,No,,G,,,,000-BCT-905
2445251.6,3.2,,,Visual,BDT,,,,,,No,,G,,,,000-BCT-905
2445251.9,3.3,,,Visual,BDT,,,,,,No,,G,,,,000-BCT-905
