47003.5684	11.7000
47010.5407	11.6875
47021.8561	11.7083
47029.2709	11.7400
47038.4757	11.7571
47052.2739	11.5083
47060.5963	11.4950
47069.4640	11.0000
47081.0427	10.2647
47089.6299	9.5593
47098.0038	9.2917
47112.0430	8.9636
47120.9607	8.8765
47131.0238	8.8818
47139.5317	8.8000
47150.6185	8.9261
47159.6000	8.7118
47170.0499	8.9038
47180.7742	8.8368
47190.0126	8.6500
47200.4612	8.7667
47209.4863	8.8711
47217.6407	8.8625
47227.8922	8.5529
47239.9536	8.3429
47248.5667	8.3000
47262.9154	8.2154
47271.3867	8.1400
47280.6429	8.1429
47290.9088	8.1875
47300.4666	8.4636
47309.6426	8.5750
47321.4500	8.9750
47329.6271	9.1364
47341.4963	9.4071
47351.5836	9.8941
47360.4860	10.3176
47369.8632	10.7333
47380.7299	11.1842
47389.4961	11.3375
47399.1541	11.5267
47411.3265	11.7370
47420.0914	11.8045
47430.0593	11.9000
47439.2429	11.9478
47450.2257	11.9588
47460.7404	11.9333
47469.2076	11.8571
47480.1656	11.8333
47491.0182	11.3727
47500.9629	11.0320
47509.3253	10.6462
47519.8413	10.0538
47528.8256	9.6409
47539.0342	9.3889
47551.6140	9.3071
47560.6750	9.3412
47568.9280	9.4400
47580.0072	9.3938
47590.7887	9.5929
47599.2001	9.3833
47609.6262	9.4462
47617.7858	9.6200
47630.0020	9.2600
47638.4500	9.2750
47650.5870	8.8700
47662.4667	8.8667
47671.2478	8.6500
47680.0444	8.4333
47691.0200	8.0600
47698.7596	8.0556
47710.5607	8.1357
47719.4446	8.2750
47730.0078	8.4071
47741.2246	8.5722
47749.9070	8.9200
47761.6323	9.3562
47770.2394	9.6905
47779.6892	10.0905
47791.7764	10.3455
47801.1417	10.7032
47808.5663	10.9600
47820.9109	11.2556
47830.2777	11.4538
47840.5543	11.6385
47851.0311	11.8739
47859.3312	11.8520
47869.3116	11.9125
47880.6122	12.0462
47890.7688	12.0313
47899.2570	12.0455
47910.5288	11.9684
47919.6943	11.8000
47930.7554	11.6067
47941.0819	11.3846
47950.0332	11.3846
47960.2150	10.9250
47968.1233	10.7867
47980.0083	10.5583
47992.0760	10.5200
47998.7288	10.5000
48010.8496	10.2000
48018.8000	10.1000
48031.5667	10.0667
48040.0022	9.6778
48061.0996	8.8875
48069.8257	8.4571
48079.0601	8.5000
48089.6213	8.3913
48099.4871	8.3344
48109.6716	8.3105
48119.8662	8.3471
48129.7542	8.1600
48140.3591	8.0536
48149.6238	8.1861
48160.0388	8.3575
48170.8118	8.7273
48178.8247	8.9341
48189.3672	9.1824
48201.9370	9.3722
48209.3259	9.6893
48219.1467	9.8300
48231.6846	10.2680
48239.1638	10.0000
48248.5486	10.6091
48260.7268	10.9308
48271.0923	11.0722
48279.4824	10.9385
48290.7073	11.2375
48299.5259	11.1769
48308.2283	11.2800
48321.7009	11.4444
48329.6880	11.5833
48343.9099	11.7000
48351.2241	11.6600
48359.3899	11.5333
48380.3252	11.5000
48390.9629	11.3333
48396.1001	11.3500
48412.1309	11.2000
48420.4121	10.0700
48430.2634	9.5167
48442.1897	9.0000
48451.7485	8.8231
48461.9749	8.4500
48470.0071	8.2556
48480.1179	8.2667
48489.9624	8.3762
48501.2285	8.2281
48509.6023	8.3778
48519.9041	8.2800
48530.9473	8.2886
48540.3118	8.3471
48548.2856	8.3762
48559.7793	8.4440
48569.5684	8.2839
48579.9109	8.2318
48589.7559	8.3174
48600.6345	8.4152
48611.2344	8.5762
48620.5674	8.6000
48630.3418	8.8345
48640.8767	8.8667
48651.3557	9.0714
48659.4836	9.1588
48671.5098	9.2357
48679.4741	9.3048
48689.3201	9.5500
48698.7534	9.8000
48710.9131	10.6500
48719.8894	10.9500
48729.8650	10.8667
48740.6499	11.1500
48751.2871	11.2500
48761.3633	11.3667
48769.2251	11.6250
48777.6499	11.7000
48786.1499	11.8500
48799.9268	11.7571
48810.0239	11.5444
