48821.9248	11.4500
48830.5422	11.2500
48840.4607	11.0545
48851.8171	10.6714
48860.8425	10.3333
48869.9634	10.0115
48880.3892	9.5320
48889.4309	9.4692
48899.2102	9.1214
48910.1455	8.7950
48920.1541	8.6115
48929.3918	8.4636
48938.6980	8.4000
48949.9512	8.3190
48959.6143	8.1533
48971.0945	8.2118
48980.1621	8.1737
48988.7207	8.0923
49000.6912	8.0478
49009.8779	8.0050
49020.0649	8.0071
49030.4153	8.1062
49040.4304	8.1538
49048.3894	8.2625
49059.6382	8.4438
49069.5571	8.6619
49079.4900	9.2000
49089.4617	9.3400
49101.0200	9.6000
49114.8000	10.3000
49120.3049	9.8750
49130.0139	10.1200
49141.6394	10.5667
49152.4800	10.7000
49160.5017	10.8300
49171.0425	11.1000
49179.0273	11.1143
49189.3035	11.3000
49200.2139	11.5077
49209.5208	11.6538
49220.6260	11.6864
49228.6448	11.7429
49239.5488	11.7300
49250.3057	11.7273
49259.2917	11.6273
49269.4036	11.6143
49280.8909	11.3652
49290.4624	11.0000
49300.4575	10.6222
49309.4607	10.5071
49320.3677	9.8667
49330.5713	9.4625
49339.1772	9.2182
49350.1953	8.9643
49359.1204	9.0708
49370.1724	8.7750
49380.3220	8.7214
49389.7864	8.4731
49398.6331	8.4250
49410.9480	8.2429
49418.8733	8.1333
49429.6616	8.2125
49441.4116	8.2182
49449.3374	8.2133
49460.3923	8.0143
49473.4209	8.2500
49479.7405	8.3857
49487.3953	8.8333
49501.7156	9.1429
49509.7275	8.9889
49519.4951	9.3111
49530.4292	9.6182
49540.6863	10.0800
49549.8003	10.1833
49559.6528	10.4111
49570.2502	10.4706
49580.3301	10.6733
49592.3550	10.9615
49600.0525	10.8529
49608.7734	10.8556
49620.6082	11.0273
49629.8691	11.1053
49637.9727	11.1750
49651.5464	11.2563
49660.9175	11.1769
49669.7927	11.1750
49680.2468	10.9875
49689.7749	10.7769
49699.3335	10.0889
49710.6138	9.6857
49720.2925	9.2421
49731.7361	8.9857
49741.0706	8.9250
49749.7312	8.9600
49761.4399	8.6100
49769.2483	8.6000
49779.5640	8.2579
49787.6467	8.2385
49798.9131	8.1429
49809.2349	8.3417
49819.2400	8.2400
49831.4666	8.3429
49838.8413	8.6000
49848.1001	8.5000
49859.1162	8.3500
49869.3145	8.2545
49884.3999	8.0000
49890.9819	8.1500
49899.2625	8.1750
49908.5847	8.2417
49921.4946	8.2407
49930.2036	8.3964
49939.3235	8.5059
49950.3618	8.7550
49960.1179	8.8882
49969.6931	9.1438
49979.2898	9.4280
49990.1238	9.6727
50000.3779	10.0760
50010.7258	10.2700
50019.8032	10.5357
50029.6235	10.9214
50040.5103	11.1619
50048.7349	11.2937
50059.4429	11.3571
50069.6663	11.6182
50078.0090	11.5417
50089.7605	11.4917
50098.0664	11.4944
50109.4731	11.2417
50121.0239	11.0556
50131.1040	11.0667
50139.8784	10.6273
50150.3179	10.2450
50159.2695	9.9667
50170.2480	9.1909
50179.4995	8.5750
50188.5771	8.3400
50197.8154	8.1444
50210.5557	8.1600
50223.5605	7.9750
50230.5376	8.1333
50240.6533	8.1091
50249.4692	8.3353
50260.2563	8.1667
50270.1099	8.4375
50279.5513	8.5179
50289.0376	8.5000
50300.3882	8.5586
50310.4990	8.6040
50320.5752	8.4636
50331.1274	8.3238
50340.0112	8.4346
50348.2881	8.3526
50357.0029	8.1714
