# Epsilon Auriga

2454900.32361	3.1
2454900.33810	3.2
2454900.36806	3.0
2454900.56263	1.64
2454900.56321	1.81
2454900.60417	3.1
2454901.3361	3.1
2454901.34810	3.2
2454901.60417	3.1
2454902.34710	3.2
2454902.4298	3.053
2454902.6139	2.9
2454902.61458	3.1
2454903.35710	3.2
2454903.6951	3.2
2454904.25556	3.1
2454904.31250	3.0
2454904.5	3.4
2454904.5345	3.080
2454904.5563	3.2
2454904.56944	3.1
2454904.58472	3.1
2454904.59373	3.660
2454904.59687	3.090
2454904.62500	3.1
2454904.70833	3.1
2454905.0	3.2
2454905.26806	3.1
2454905.31250	3.15
2454905.52153	3.0
2454905.56	3.1
2454905.56253	3.656
2454905.56824	3.084
2454905.7993	2.9
2454906.33472	3.0
2454906.35710	3.2
2454906.54167	3.1
2454906.55498	3.663
2454906.56195	3.093
2454906.56736	3.1
2454906.60417	3.1
2454906.60417	3.0
2454907.22917	3.2
2454907.35470	3.2
2454907.3958	3.0
2454907.42361	3.0
2454907.5688	3.1
2454907.5743	3.069
2454907.58172	3.647
2454907.58691	3.075
2454907.72222	3.2
2454908.3000	2.9
2454908.34470	3.2
2454908.4	3.4
2454908.4	2.8
2454908.4063	3.1
2454908.5063	3.0
2454908.52631	1.63
2454908.52709	1.80
2454908.59028	3.1
2454908.5924	3.2
2454908.63889	3.2
2454908.64931	3.1
2454909.0	3.1
2454909.34438	3.107
2454909.34519	3.120
2454909.34540	3.065
2454909.34557	3.043
2454909.34572	3.061
2454909.34870	3.2
2454909.35417	3.1
2454909.3611	3.1
2454909.37569	3.121
2454909.40625	3.0
2454909.57211	3.666
2454909.57798	3.091
2454909.64931	3.0
2454909.67014	3.1
2454909.6931	3.3
2454910.3056	3.1
2454910.35870	3.2
2454910.6326	3.0
2454910.67361	3.0
2454911.2917	2.9
2454911.34870	3.2
2454911.51806	3.0
2454911.52625	3.081
2454911.52792	2.550
2454911.53205	1.56
2454911.53208	3.086
2454911.53272	1.74
2454911.53333	2.544
2454911.54583	3.079
2454911.54708	2.540
2454911.56042	3.1
2454911.58333	3.1
2454911.68403	2.9
2454912.28264	3.1
2454912.29167	3.05
2454912.30556	2.920
2454912.30556	3.485
2454912.31806	3.3
2454912.35870	3.2
2454912.551	3.3
2454912.60691	3.661
2454912.62353	3.073
2454912.6410	3.0
2454913.0	3.1
2454913.35870	3.2
2454913.54792	3.1
2454913.55567	1.66
2454913.55677	1.77
2454913.56389	3.0
2454913.5736	3.079
2454913.61389	3.1
2454914.35870	3.2
2454914.36806	3.0
2454914.60417	3.1
2454915.35870	3.2
2454916.30347	3.049
2454916.32639	3.0
2454916.36870	3.2
