JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer
2455852.27672,11.891,0.010,,V,ATE,,138,141,110825,,0,1.89,Z,,14.010,,SN 2011FE,0,STD,,,
2455852.27735,11.909,0.010,,V,ATE,,138,141,110825,,0,1.90,Z,,14.023,,SN 2011FE,0,STD,,,
2455852.27797,11.880,0.010,,V,ATE,,138,141,110825,,0,1.90,Z,,14.044,,SN 2011FE,0,STD,,,
2455852.27862,11.907,0.010,,V,ATE,,138,141,110825,,0,1.91,Z,,14.071,,SN 2011FE,0,STD,,,
2455852.27928,11.895,0.010,,V,ATE,,138,141,110825,,0,1.92,Z,,14.017,,SN 2011FE,0,STD,,,
2455852.27990,11.903,0.010,,V,ATE,,138,141,110825,,0,1.92,Z,,14.114,,SN 2011FE,0,STD,,,
2455852.28053,11.900,0.010,,V,ATE,,138,141,110825,,0,1.93,Z,,14.106,,SN 2011FE,0,STD,,,
2455852.28119,11.893,0.010,,V,ATE,,138,141,110825,,0,1.94,Z,,14.071,,SN 2011FE,0,STD,,,
2455852.2951,12.2,,,Vis.,ILE,,000,,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455852.29514,12.2,,,Vis.,ILE,,119,123,5639h,,,,Z,,,,SN 2011FE,3,STD,,,
2455852.33333,<11.7,,,Vis.,OJMA,B,11.7,,5296asna,Moon,,,Z,,,,SN 2011FE,0,STD,,,
2455852.4513,12.4,,,Vis.,SHS,,123,128,5296acrf,,,,Z,,,,SN 2011FE,0,STD,,,
2455852.4896,12.2,,,Vis.,BRJ,,119,123,5263vh,,,,Z,,,,SN 2011FE,30,STD,,,
2455852.897,11.57,0.08,,R,RHM,,ensemble,5249bgj,5249bgj, includes color terms ,0,,Z,,,,PTF11KLY,0,STD,,,
2455852.902,11.89,0.06,,V,RHM,,ensemble,5249bgj,5249bgj, includes color terms ,0,,Z,,,,PTF11KLY,0,STD,,,
2455852.907,11.21,0.08,,I,RHM,,ensemble,5249bgj,5249bgj, color terms ,0,,Z,,,,PTF11KLY,0,STD,,,
2455852.917,13.00,0.11,,B,RHM,U,ensemble,5249bgj,5249bgj, includes color terms ,0,,Z,,,,PTF11KLY,0,STD,,,
2455853.2222,12.2,,,Vis.,DPV,,11.9,12.8,DPV2011,,,,Z,,,,SN 2011FE,9,STD,,,
2455853.22569,11.677,,,V,MFB,,138,,5252rqi,,0,,Z,13.801,,,2011FE,1,STD,,,
2455853.23403,11.404,,,I,MFB,,138,,5252rqi,,0,,Z,12.698,,,2011FE,1,STD,,,
2455853.2500,12.0,,,Vis.,MZS,,000,,999999,018111800,,,Z,,,,SN 2011FE,3,STD,,,
2455853.253357,11.592,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.527,Z,11.528,13.294,,SN 2011FE,0,STD,,,
2455853.253796,11.543,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.529,Z,11.528,13.215,,SN 2011FE,0,STD,,,
2455853.254213,11.587,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.531,Z,11.528,13.262,,SN 2011FE,0,STD,,,
2455853.254664,11.589,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.534,Z,11.528,13.260,,SN 2011FE,0,STD,,,
2455853.255104,11.605,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.536,Z,11.528,13.217,,SN 2011FE,0,STD,,,
2455853.255532,11.573,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.538,Z,11.528,13.278,,SN 2011FE,0,STD,,,
2455853.255984,11.595,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.541,Z,11.528,13.218,,SN 2011FE,0,STD,,,
2455853.256435,11.571,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.543,Z,11.528,13.249,,SN 2011FE,0,STD,,,
2455853.256863,11.626,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.545,Z,11.528,13.285,,SN 2011FE,0,STD,,,
2455853.276,12.1,,,Vis.,PYG,U,123+2,,5249DOQ,,,,Z,,,,SN 2011FE,30,STD,,,
2455853.29097,11.423,,,R,MFB,,138,,5252rqi,,0,,Z,13.230,,,PTF11kly,1,STD,,,
2455853.29861,12.3,,,Vis.,BXT,,119,123,5660gmb,,,,Z,,,,SN 2011FE,8,STD,,,
2455853.54623,11.98,0.05,,V,HSW,L,000-BKD-527,000-BKD-533,5253ahq,,0,,Z,11.735,13.801,,SN 2011FE,0,STD,,,
2455853.555093,11.9038,0.0504,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.549,Z,,,,SN 2011FE,27,STD,,,
2455853.55588,11.8952,0.0519,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.553,Z,,,,SN 2011FE,27,STD,,,
2455853.556644,11.8687,0.0508,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.558,Z,,,,SN 2011FE,27,STD,,,
2455853.557396,11.8870,0.0506,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.562,Z,,,,SN 2011FE,27,STD,,,
2455853.55816,11.8858,0.0508,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.566,Z,,,,SN 2011FE,27,STD,,,
2455853.558924,11.8863,0.0528,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.570,Z,,,,SN 2011FE,27,STD,,,
2455853.559676,11.8756,0.0522,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.574,Z,,,,SN 2011FE,27,STD,,,
2455853.56044,11.8791,0.0497,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.579,Z,,,,SN 2011FE,27,STD,,,
2455853.561192,11.8883,0.0478,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.583,Z,,,,SN 2011FE,27,STD,,,
2455853.561956,11.9017,0.0483,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.587,Z,,,,SN 2011FE,27,STD,,,
2455853.56272,11.8819,0.0541,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.591,Z,,,,SN 2011FE,27,STD,,,
2455853.563646,11.8920,0.0509,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.597,Z,,,,SN 2011FE,27,STD,,,
2455853.564398,11.8689,0.0486,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.601,Z,,,,SN 2011FE,27,STD,,,
2455853.565162,11.9060,0.0486,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.606,Z,,,,SN 2011FE,27,STD,,,
2455853.565926,11.9000,0.0467,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.610,Z,,,,SN 2011FE,27,STD,,,
2455853.566678,11.8946,0.0511,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.615,Z,,,,SN 2011FE,27,STD,,,
2455853.56677,12.982,0.045,,B,SRIC,,ENSEMBLE,000-BKD-527,,Mean 3 obs. ERR by Quadrature,0,1.71,Z,,12.315,,PTF11KLY,0,STD,,,
2455853.567442,11.8979,0.0501,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.619,Z,,,,SN 2011FE,27,STD,,,
2455853.568194,11.8901,0.0443,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.623,Z,,,,SN 2011FE,27,STD,,,
2455853.568958,11.8717,0.0486,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.628,Z,,,,SN 2011FE,27,STD,,,
2455853.569722,11.9050,0.0478,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.633,Z,,,,SN 2011FE,27,STD,,,
2455853.56985,11.923,0.023,,V,SRIC,,ENSEMBLE,000-BKD-527,,Mean 3 obs. ERR by Quadrature,0,1.73,Z,,11.719,,PTF11KLY,0,STD,,,
2455853.570475,11.8903,0.0480,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.637,Z,,,,SN 2011FE,27,STD,,,
2455853.571435,11.8887,0.0510,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.643,Z,,,,SN 2011FE,27,STD,,,
2455853.572188,11.8913,0.0475,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.648,Z,,,,SN 2011FE,27,STD,,,
2455853.572951,11.8923,0.0452,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.652,Z,,,,SN 2011FE,27,STD,,,
2455853.573715,11.8813,0.0446,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.657,Z,,,,SN 2011FE,27,STD,,,
2455853.574468,11.8951,0.0494,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.662,Z,,,,SN 2011FE,27,STD,,,
2455853.575231,11.8819,0.0472,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.666,Z,,,,SN 2011FE,27,STD,,,
2455853.575995,11.8808,0.0481,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.671,Z,,,,SN 2011FE,27,STD,,,
2455853.576748,11.8896,0.0460,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.676,Z,,,,SN 2011FE,27,STD,,,
2455853.577512,11.8641,0.0515,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.681,Z,,,,SN 2011FE,27,STD,,,
2455853.578264,11.8848,0.0453,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.685,Z,,,,SN 2011FE,27,STD,,,
2455853.579201,11.8728,0.0480,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.691,Z,,,,SN 2011FE,27,STD,,,
2455853.579965,11.8934,0.0489,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.696,Z,,,,SN 2011FE,27,STD,,,
2455853.580729,11.8789,0.0459,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.701,Z,,,,SN 2011FE,27,STD,,,
2455853.581481,11.8865,0.0449,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.706,Z,,,,SN 2011FE,27,STD,,,
2455853.582245,11.8798,0.0498,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.711,Z,,,,SN 2011FE,27,STD,,,
2455853.582998,11.8913,0.0502,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.716,Z,,,,SN 2011FE,27,STD,,,
2455853.583762,11.8837,0.0525,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.721,Z,,,,SN 2011FE,27,STD,,,
2455853.584525,11.8885,0.0485,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.726,Z,,,,SN 2011FE,27,STD,,,
2455853.585278,11.8708,0.0515,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.731,Z,,,,SN 2011FE,27,STD,,,
2455853.586042,11.8688,0.0493,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.736,Z,,,,SN 2011FE,27,STD,,,
2455853.586968,11.8838,0.0600,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.743,Z,,,,SN 2011FE,27,STD,,,
2455853.587731,11.8810,0.0568,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.748,Z,,,,SN 2011FE,27,STD,,,
2455853.588484,11.8798,0.0567,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.753,Z,,,,SN 2011FE,27,STD,,,
2455853.589248,11.8903,0.0559,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.758,Z,,,,SN 2011FE,27,STD,,,
2455853.59,11.8853,0.0482,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.763,Z,,,,SN 2011FE,27,STD,,,
2455853.590764,11.8826,0.0463,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.768,Z,,,,SN 2011FE,27,STD,,,
2455853.591528,11.8815,0.0530,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.774,Z,,,,SN 2011FE,27,STD,,,
2455853.59228,11.8494,0.0526,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.779,Z,,,,SN 2011FE,27,STD,,,
2455853.593044,11.8862,0.0529,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.784,Z,,,,SN 2011FE,27,STD,,,
2455853.593808,11.8786,0.0555,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.789,Z,,,,SN 2011FE,27,STD,,,
2455853.594734,11.9075,0.0498,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.796,Z,,,,SN 2011FE,27,STD,,,
2455853.595498,11.8605,0.0531,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.802,Z,,,,SN 2011FE,27,STD,,,
2455853.59625,11.8808,0.0542,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.807,Z,,,,SN 2011FE,27,STD,,,
2455853.597014,11.8732,0.0634,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.812,Z,,,,SN 2011FE,27,STD,,,
2455853.597766,11.8857,0.0677,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.818,Z,,,,SN 2011FE,27,STD,,,
2455853.59853,11.8812,0.0532,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.823,Z,,,,SN 2011FE,27,STD,,,
2455853.599294,11.9159,0.0535,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.829,Z,,,,SN 2011FE,27,STD,,,
2455853.600046,11.8883,0.0637,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.834,Z,,,,SN 2011FE,27,STD,,,
2455853.60081,11.8867,0.0640,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.840,Z,,,,SN 2011FE,27,STD,,,
2455853.601574,11.9067,0.0683,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.846,Z,,,,SN 2011FE,27,STD,,,
2455853.602488,11.8825,0.0522,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.853,Z,,,,SN 2011FE,27,STD,,,
2455853.6025,11.960,0.0315,,V,TDW,,140,138,5249cnd,,0,1.650,Z,13.991,13.801,,PTF11kly,0,STD,,,
2455853.603241,11.8922,0.0542,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.859,Z,,,,SN 2011FE,27,STD,,,
2455853.604005,11.8913,0.0522,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.864,Z,,,,SN 2011FE,27,STD,,,
2455853.604757,11.8669,0.0654,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.870,Z,,,,SN 2011FE,27,STD,,,
2455853.605521,11.9049,0.0627,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.876,Z,,,,SN 2011FE,27,STD,,,
2455853.606285,11.8953,0.0721,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.881,Z,,,,SN 2011FE,27,STD,,,
2455853.6068,11.590,0.0186,,R,TDW,,140,138,5249cnd,,0,1.674,Z,13.581,13.230,,PTF11kly,0,STD,,,
2455853.607037,11.9170,0.0776,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.887,Z,,,,SN 2011FE,27,STD,,,
2455853.607801,11.8913,0.0685,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.893,Z,,,,SN 2011FE,27,STD,,,
2455853.608565,11.9154,0.0775,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.899,Z,,,,SN 2011FE,27,STD,,,
2455853.609317,11.9073,0.0797,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.905,Z,,,,SN 2011FE,27,STD,,,
2455853.610266,11.8912,0.0665,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.912,Z,,,,SN 2011FE,27,STD,,,
2455853.61076 ,13.006,0.0703,,B,TDW,,140,138,5249cnd,,0,1.698,Z,14.557,14.699,,PTF11kly,0,STD,,,
2455853.611019,11.8470,0.0740,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.918,Z,,,,SN 2011FE,27,STD,,,
2455853.611782,11.8920,0.0830,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.924,Z,,,,SN 2011FE,27,STD,,,
2455853.612546,11.8752,0.0765,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.930,Z,,,,SN 2011FE,27,STD,,,
2455853.613299,11.8803,0.0912,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.936,Z,,,,SN 2011FE,27,STD,,,
2455853.614063,11.9116,0.0730,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.942,Z,,,,SN 2011FE,27,STD,,,
2455853.61468,11.207,0.0328,,I,TDW,,140,138,5249cnd,,0,1.723,Z,13.197,12.698,,PTF11kly,0,STD,,,
2455853.614815,11.9007,0.0773,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.948,Z,,,,SN 2011FE,27,STD,,,
2455853.615579,11.8978,0.0545,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.954,Z,,,,SN 2011FE,27,STD,,,
2455853.616343,11.8927,0.0586,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.960,Z,,,,SN 2011FE,27,STD,,,
2455853.617095,11.8759,0.0573,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.966,Z,,,,SN 2011FE,27,STD,,,
2455853.618009,11.9028,0.0585,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.974,Z,,,,SN 2011FE,27,STD,,,
2455853.618773,11.8712,0.0786,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.980,Z,,,,SN 2011FE,27,STD,,,
2455853.619525,11.8793,0.0593,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.986,Z,,,,SN 2011FE,27,STD,,,
2455853.620289,11.8806,0.0574,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.993,Z,,,,SN 2011FE,27,STD,,,
2455853.621053,11.8980,0.0586,,V,SSTA,,ENSEMBLE,,5659MEW,,0,1.999,Z,,,,SN 2011FE,27,STD,,,
2455853.621806,11.8828,0.0647,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.005,Z,,,,SN 2011FE,27,STD,,,
2455853.622569,11.8963,0.0584,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.011,Z,,,,SN 2011FE,27,STD,,,
2455853.623333,11.8999,0.0572,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.018,Z,,,,SN 2011FE,27,STD,,,
2455853.624086,11.9023,0.0562,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.024,Z,,,,SN 2011FE,27,STD,,,
2455853.62485,11.8940,0.0647,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.031,Z,,,,SN 2011FE,27,STD,,,
2455853.625775,11.8856,0.0559,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.039,Z,,,,SN 2011FE,27,STD,,,
2455853.626539,11.8991,0.0610,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.046,Z,,,,SN 2011FE,27,STD,,,
2455853.627292,11.9162,0.0557,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.052,Z,,,,SN 2011FE,27,STD,,,
2455853.628056,11.9120,0.0579,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.059,Z,,,,SN 2011FE,27,STD,,,
2455853.628819,11.9260,0.0586,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.065,Z,,,,SN 2011FE,27,STD,,,
2455853.629572,11.9262,0.0577,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.072,Z,,,,SN 2011FE,27,STD,,,
2455853.630336,11.9028,0.0571,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.078,Z,,,,SN 2011FE,27,STD,,,
2455853.6311,11.9302,0.0566,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.085,Z,,,,SN 2011FE,27,STD,,,
2455853.631852,11.9140,0.0582,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.091,Z,,,,SN 2011FE,27,STD,,,
2455853.632616,11.9069,0.0634,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.098,Z,,,,SN 2011FE,27,STD,,,
2455853.633553,11.8931,0.0564,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.106,Z,,,,SN 2011FE,27,STD,,,
2455853.634306,11.9153,0.0514,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.113,Z,,,,SN 2011FE,27,STD,,,
2455853.635069,11.9065,0.0635,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.120,Z,,,,SN 2011FE,27,STD,,,
2455853.635833,11.9181,0.0738,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.126,Z,,,,SN 2011FE,27,STD,,,
2455853.636586,11.8954,0.0597,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.133,Z,,,,SN 2011FE,27,STD,,,
2455853.63735,11.9068,0.0698,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.140,Z,,,,SN 2011FE,27,STD,,,
2455853.638113,11.8790,0.0825,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.147,Z,,,,SN 2011FE,27,STD,,,
2455853.638866,11.8950,0.0665,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.154,Z,,,,SN 2011FE,27,STD,,,
2455853.63963,11.9081,0.0629,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.161,Z,,,,SN 2011FE,27,STD,,,
2455853.640382,11.9082,0.0604,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.168,Z,,,,SN 2011FE,27,STD,,,
2455853.641331,11.9182,0.0735,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.178,Z,,,,SN 2011FE,27,STD,,,
2455853.642095,11.9060,0.0788,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.185,Z,,,,SN 2011FE,27,STD,,,
2455853.646655,11.9145,0.0673,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.206,Z,,,,SN 2011FE,27,STD,,,
2455853.649178,11.8739,0.0705,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.220,Z,,,,SN 2011FE,27,STD,,,
2455853.649942,11.9120,0.0614,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.227,Z,,,,SN 2011FE,27,STD,,,
2455853.651458,11.8905,0.0632,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.241,Z,,,,SN 2011FE,27,STD,,,
2455853.652222,11.9092,0.0670,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.250,Z,,,,SN 2011FE,27,STD,,,
2455853.652975,11.8983,0.0588,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.257,Z,,,,SN 2011FE,27,STD,,,
2455853.653738,11.9333,0.0572,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.265,Z,,,,SN 2011FE,27,STD,,,
2455853.654502,11.9245,0.0610,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.272,Z,,,,SN 2011FE,27,STD,,,
2455853.655255,11.8848,0.0739,,V,SSTA,,ENSEMBLE,,5659MEW,,0,2.279,Z,,,,SN 2011FE,27,STD,,,
2455854.26427,12.059,0.012,,V,ATE,,138,140,110825,,0,1.83,Z,,13.987,,SN 2011FE,0,STD,,,
2455854.26500,12.117,0.012,,V,ATE,,138,140,110825,,0,1.83,Z,,13.992,,SN 2011FE,0,STD,,,
2455854.26559,12.081,0.012,,V,ATE,,138,140,110825,,0,1.84,Z,,13.955,,SN 2011FE,0,STD,,,
2455854.26616,12.054,0.012,,V,ATE,,138,140,110825,,0,1.84,Z,,14.034,,SN 2011FE,0,STD,,,
2455854.26676,12.066,0.012,,V,ATE,,138,140,110825,,0,1.85,Z,,13.934,,SN 2011FE,0,STD,,,
2455854.26737,12.102,0.012,,V,ATE,,138,140,110825,,0,1.85,Z,,13.908,,SN 2011FE,0,STD,,,
2455854.26796,12.058,0.012,,V,ATE,,138,140,110825,,0,1.86,Z,,13.969,,SN 2011FE,0,STD,,,
2455854.26853,12.062,0.012,,V,ATE,,138,140,110825,,0,1.87,Z,,13.940,,SN 2011FE,0,STD,,,
2455854.26910,12.093,0.012,,V,ATE,,138,140,110825,,0,1.87,Z,,13.954,,SN 2011FE,0,STD,,,
2455854.26968,12.105,0.012,,V,ATE,,138,140,110825,,0,1.88,Z,,13.963,,SN 2011FE,0,STD,,,
2455854.27024,12.120,0.012,,V,ATE,,138,140,110825,,0,1.88,Z,,13.927,,SN 2011FE,0,STD,,,
2455854.2708,12.3,,,Vis.,ILE,,000,,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455854.27083,12.3,,,Vis.,ILE,,119,123,5639h,,,,Z,,,,SN 2011FE,3,STD,,,
2455854.27083,12.116,0.012,,V,ATE,,138,140,110825,,0,1.89,Z,,13.961,,SN 2011FE,0,STD,,,
2455854.27143,12.052,0.012,,V,ATE,,138,140,110825,,0,1.89,Z,,13.975,,SN 2011FE,0,STD,,,
2455854.27200,12.091,0.012,,V,ATE,,138,140,110825,,0,1.90,Z,,13.903,,SN 2011FE,0,STD,,,
2455854.27259,12.097,0.012,,V,ATE,,138,140,110825,,0,1.90,Z,,13.974,,SN 2011FE,0,STD,,,
2455854.27319,12.098,0.012,,V,ATE,,138,140,110825,,0,1.91,Z,,13.940,,SN 2011FE,0,STD,,,
2455854.27376,12.078,0.012,,V,ATE,,138,140,110825,,0,1.92,Z,,14.038,,SN 2011FE,0,STD,,,
2455854.27436,12.085,0.012,,V,ATE,,138,140,110825,,0,1.92,Z,,13.948,,SN 2011FE,0,STD,,,
2455854.27494,12.049,0.012,,V,ATE,,138,140,110825,,0,1.93,Z,,13.918,,SN 2011FE,0,STD,,,
2455854.27551,12.063,0.012,,V,ATE,,138,140,110825,,0,1.93,Z,,14.049,,SN 2011FE,0,STD,,,
2455854.27611,12.063,0.012,,V,ATE,,138,140,110825,,0,1.94,Z,,13.996,,SN 2011FE,0,STD,,,
2455854.27670,12.061,0.012,,V,ATE,,138,140,110825,,0,1.95,Z,,13.910,,SN 2011FE,0,STD,,,
2455854.27730,12.102,0.012,,V,ATE,,138,140,110825,,0,1.95,Z,,13.933,,SN 2011FE,0,STD,,,
2455854.27790,12.085,0.012,,V,ATE,,138,140,110825,,0,1.96,Z,,13.965,,SN 2011FE,0,STD,,,
2455854.27851,12.055,0.012,,V,ATE,,138,140,110825,,0,1.97,Z,,13.973,,SN 2011FE,0,STD,,,
2455854.27910,12.063,0.012,,V,ATE,,138,140,110825,,0,1.97,Z,,13.934,,SN 2011FE,0,STD,,,
2455854.27970,12.112,0.012,,V,ATE,,138,140,110825,,0,1.98,Z,,13.927,,SN 2011FE,0,STD,,,
2455854.28029,12.067,0.012,,V,ATE,,138,140,110825,,0,1.98,Z,,14.000,,SN 2011FE,0,STD,,,
2455854.28087,12.112,0.012,,V,ATE,,138,140,110825,,0,1.99,Z,,14.069,,SN 2011FE,0,STD,,,
2455854.28146,12.075,0.012,,V,ATE,,138,140,110825,,0,2.00,Z,,13.923,,SN 2011FE,0,STD,,,
2455854.28351,12.116,0.021,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.730,,PTF11KLY,20,STD,,,
2455854.28412,12.129,0.022,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.727,,PTF11KLY,20,STD,,,
2455854.28472,12.123,0.017,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.718,,PTF11KLY,20,STD,,,
2455854.28532,12.123,0.018,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.727,,PTF11KLY,20,STD,,,
2455854.28591,12.128,0.025,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.731,,PTF11KLY,20,STD,,,
2455854.28650,12.124,0.024,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.729,,PTF11KLY,20,STD,,,
2455854.28711,12.110,0.014,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.724,,PTF11KLY,20,STD,,,
