2450000.2	5.6	
2450000.2	5.4	
2450000.2	5.3	
2450000.2	5.5	
2450000.2	5.2	
2450000.26	5.3	
2450000.3	5.7	
2450000.3	5.5	
2450000.3	5.1	
2450000.3	5.2	
2450000.4	5.5	
2450000.4	5.4	
2450000.497	5.5	
2450000.5	4.7	
2450000.5	5.3	
2450000.5	5.5	
2450000.5	5.4	
2450000.5	6.0	
2450000.52	5.8	
2450000.6	5.7	
2450000.7	5.7	
2450001.2	5.4	
2450001.2	5.2	
2450001.3	5.5	
2450001.3	5.5	
2450001.3	5.5	
2450001.3	5.5	
2450001.4	4.6	
2450001.4833	5.5	
2450001.495	5.6	
2450001.5	5.5	
2450001.5	5.6	
2450001.5	5.5	
2450001.5	5.4	
2450001.5	5.1	
2450001.6	5.2	
2450001.7	5.4	
2450001.7	5.4	
2450002.1	5.4	
2450002.2	5.4	
2450002.3	5.9	
2450002.3	5.7	
2450002.3	5.5	
2450002.3194	5.82	
2450002.489	5.7	
2450002.5	5.6	
2450002.5	5.5	
2450002.5	5.7	
2450002.5	5.5	
2450002.5229	5.1	
2450002.6	5.6	
2450003.3	5.4	
2450003.47	5.9	
2450003.495	5.7	
2450003.5	5.6	
2450003.5	7.9	
2450003.5	5.5	
2450003.5	5.8	
2450003.5138	5.4	
2450003.6	5.3	
2450003.6	5.8	
2450003.85	5.5	
2450003.9	5.2	
2450003.94	5.7	
2450004.2	5.2	
2450004.2	5.6	
2450004.2	5.7	
2450004.2618	5.3	
2450004.295	5.6	
2450004.3	5.9	
2450004.4	5.6	
2450004.4	5.8	
2450004.5	5.6	
2450004.5	5.3	
2450004.5	5.8	
2450004.5	5.7	
2450004.5	5.8	
2450004.5347	5.4	
2450004.5764	5.7	
2450004.6483	5.3	
2450004.7	5.6	
2450005.0	5.3	
2450005.2	5.8	
2450005.25	5.4	
2450005.3	5.6	
2450005.5	5.5	
2450005.5	5.4	
2450005.5	5.5	
2450005.5	5.8	
2450005.56	5.0	
2450005.6	5.5	
2450005.6	5.4	
2450005.6632	5.4	
2450005.93	5.7	
2450006.1	5.4	
2450006.2	5.7	
2450006.2812	6.12	
2450006.2909	6.02	
2450006.3	5.4	
2450006.3	5.9	
2450006.3	5.6	
2450006.3	5.2	
2450006.3	5.7	
2450006.3	5.5	
2450006.3312	5.72	
2450006.4	5.7	
