2453609.38060	8.300000			Vis.	SSW		78	83	1996		No		G				TU CAS		STD		
2453609.38680	7.900000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.39440	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.40620	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.41600	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.42850	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.43680	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.44510	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.45560	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.46530	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453609.60900	7.900000			Vis.	SUI	MU	74E	78W	SAB12/96	BETWEEN CLOUD+MOON.50MMX16BINS.ARGEL(74E-3V,78W-1V3-83S)SIGMA(0.04)	No		G				TU CAS		STD		
2453610.35280	7.900000			Vis.	SSW		78	83	1996		No		G				TU CAS		STD		
2453610.45140	8.100000			Vis.	AJE						No		G				TU CAS		STD		
2453610.66530	7.900000			Vis.	SUI	MU	74E	78W	SAB12/96	DRIFTING CI+TWILIGHT.46MMX20R.ARGEL(74E-2V,78W-1V2-83S)SIGMA(0.06)	No		G				TU CAS		STD		
2453610.77100	8.000000			Vis.	WI		78	83	SAB1996		No		G				TU CAS		STD		
2453611.33470	8.100000			Vis.	GGC	U	78	78	AAVSO	CLOUDS, OBSERVATION BETWEEN CLOUD GAPS	No		G				TU CAS		STD		
2453611.64790	8.090000			V	SUI						No		G				TU CAS		STD		
2453611.85400	7.600000			Vis.	BJOH						No		G				TU CAS		STD		
2453612.30340	7.500000			Vis.	SYF						No		G				TU CAS		STD		
2453612.34650	7.500000			Vis.	PPZ						No		G				TU CAS		STD		
2453612.36390	7.200000			Vis.	GGC						No		G				TU CAS		STD		
2453612.37570	7.400000			Vis.	MKW	A					No		G				TU CAS		STD		
2453612.41040	7.600000			Vis.	SSW		74	78	1996		No		G				TU CAS		STD		
2453612.42400	7.500000			Vis.	DPV		7.38	7.64	050621		No		P				TU CAS		STD		
2453612.48000	7.600000			Vis.	GRL	K	C-2	D+3	NAS.VSS	10.0-CM REFR. (25X)	No		G				TU CAS		STD		
2453612.59580	7.700000			Vis.	SUI	U	74E	78W	SAB12/96	CIRRUS.50MMX16BINS.ARGEL(74E-2V1-78W,V3-83)SIGMA(0.05)	No		G				TU CAS		STD		
2453612.67700	7.900000			Vis.	WI		78	83	SAB1996		No		G				TU CAS		STD		
2453613.01800	8.100000			Vis.	BJOH						No		G				TU CAS		STD		
2453613.25210	8.200000			Vis.	KSQ		78	83	AB-12/96		No		G				TU CAS		STD		
2453613.26740	8.100000			Vis.	KSQ						No		G				TU CAS		STD		
2453613.33610	8.400000			Vis.	GGC		83	83	AAVSO		No		G				TU CAS		STD		
2453613.34790	8.300000			Vis.	SYF						No		G				TU CAS		STD		
2453613.35210	8.200000			Vis.	PPZ						No		G				TU CAS		STD		
2453613.38680	8.500000			Vis.	KKX						No		G				TU CAS		STD		
2453613.41200	8.200000			Vis.	DPV		7.83	8.29	050621		No		P				TU CAS		STD		
2453613.59440	8.300000			Vis.	SUI	U	78W	83S	SAB12/96	THRU.CIRRUS.50MMX16BINS.ARGEL(78W-3V,83S=V2-86W) SIGMA(0.01)	No		G				TU CAS		STD		
2453614.32430	7.600000			Vis.	KKX						No		G				TU CAS		STD		
2453614.32780	7.500000			Vis.	SSW		70	74	1996		No		G				TU CAS		STD		
2453614.32990	7.600000			Vis.	PPZ						No		G				TU CAS		STD		
2453614.34860	7.900000			Vis.	MKW	A					No		G				TU CAS		STD		
2453614.36390	7.600000			Vis.	GGC						No		G				TU CAS		STD		
2453614.62850	7.800000			Vis.	SUI	BU					No		G				TU CAS		STD		
2453614.67200	8.000000			Vis.	WI						No		G				TU CAS		STD		
2453615.31590	8.000000			Vis.	SYF						No		G				TU CAS		STD		
2453615.34310	7.700000			Vis.	GGC						No		G				TU CAS		STD		
2453615.49720	8.200000			Vis.	SSW						No		G				TU CAS		STD		
2453615.61100	8.100000			Vis.	DPV		7.83	8.29	050621		No		P				TU CAS		STD		
2453615.62570	8.100000			Vis.	SUI	B					No		G				TU CAS		STD		
2453615.65600	8.100000			Vis.	WI						No		G				TU CAS		STD		
2453615.87800	8.200000			Vis.	WI						No		G				TU CAS		STD		
2453616.34170	7.900000			Vis.	SSW						No		G				TU CAS		STD		
2453616.36180	7.900000			Vis.	PPZ						No		G				TU CAS		STD		
2453616.57500	7.200000			Vis.	WI						No		G				TU CAS		STD		
2453616.63470	7.600000			Vis.	CGF						No		G				TU CAS		STD		
2453616.74600	7.300000			Vis.	WI						No		G				TU CAS		STD		
2453617.24790	8.000000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.27500	7.900000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.28260	7.900000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.29100	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.29790	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.30560	7.300000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.31250	8.100000			Vis.	KSQ						No		G				TU CAS		STD		
2453617.36940	7.700000			Vis.	GGC		74	78	AAVSO		No		G				TU CAS		STD		
2453617.56700	8.200000			Vis.	WI						No		G				TU CAS		STD		
2453617.58610	8.300000			Vis.	CGF						No		G				TU CAS		STD		
2453617.78800	8.300000			Vis.	WI						No		G				TU CAS		STD		
2453618.33820	7.400000			Vis.	KKX						No		G				TU CAS		STD		
2453618.34380	7.800000			Vis.	MKW	A	73	83	ATLAS		No		G				TU CAS		STD		
2453618.49580	7.200000			Vis.	SSW						No		G				TU CAS		STD		
2453618.56500	7.100000			Vis.	WI						No		G				TU CAS		STD		
2453618.58960	7.900000			Vis.	CGF						No		G				TU CAS		STD		
2453619.31250	8.200000			Vis.	KKX						No		G				TU CAS		STD		
2453619.32220	8.100000			Vis.	SSW						No		G				TU CAS		STD		
2453619.33260	8.100000			Vis.	SYF						No		G				TU CAS		STD		
2453619.60630	8.300000			Vis.	CGF						No		G				TU CAS		STD		
2453619.69600	8.200000			Vis.	WI						No		G				TU CAS		STD		
2453619.79200	8.100000			Vis.	BJOH						No		G				TU CAS		STD		
2453619.88900	8.300000			Vis.	WI						No		G				TU CAS		STD		
2453620.25070	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453620.25970	7.800000			Vis.	KSQ						No		G				TU CAS		STD		
2453620.26600	7.900000			Vis.	KSQ						No		G				TU CAS		STD		
2453620.32360	7.900000			Vis.	SYF						No		G				TU CAS		STD		
2453620.33680	8.000000			Vis.	SSW						No		G				TU CAS		STD		
2453620.35000	8.100000			Vis.	MKW	A	73	83	ATLAS		No		G				TU CAS		STD		
2453620.36460	8.100000			Vis.	PPZ						No		G				TU CAS		STD		
2453620.58060	7.700000			Vis.	SUI						No		G				TU CAS		STD		
2453620.62360	8.000000			Vis.	CGF						No		G				TU CAS		STD		
2453620.67200	7.800000			Vis.	WI						No		G				TU CAS		STD		
2453620.92600	7.600000			Vis.	WI						No		G				TU CAS		STD		
2453620.99100	7.700000			Vis.	BJOH						No		G				TU CAS		STD		
2453621.23190	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453621.24030	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453621.24790	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453621.25620	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453621.26390	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453621.37570	7.800000			Vis.	PPZ						No		G				TU CAS		STD		
2453621.48260	7.800000			Vis.	SSW						No		G				TU CAS		STD		
2453621.56940	7.800000			Vis.	SUI	U					No		G				TU CAS		STD		
2453621.59930	8.300000			Vis.	CGF						No		G				TU CAS		STD		
2453622.29790	8.500000			Vis.	KKX						No		G				TU CAS		STD		
2453622.30600	8.200000			Vis.	DPV		7.83	8.27	050621		No		P				TU CAS		STD		
2453622.34720	8.200000			Vis.	MKW	A	73	83	ATLAS		No		G				TU CAS		STD		
2453622.35830	8.400000			Vis.	SSW						No		G				TU CAS		STD		
2453623.23190	7.500000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.24440	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.25620	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.26460	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.27010	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.27990	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.29440	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.30210	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.30970	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.32220	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.32640	7.600000			Vis.	SSW	T					No		G				TU CAS		STD		
2453623.32780	7.600000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.33470	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.34510	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.35350	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453623.38600	7.600000			Vis.	DPV		7.38	7.64	050621		No		P				TU CAS		STD		
2453623.62150	8.300000			Vis.	CGF						No		G				TU CAS		STD		
2453623.72600	8.200000			Vis.	WI						No		G				TU CAS		STD		
2453624.33470	8.100000			Vis.	GGC						No		G				TU CAS		STD		
2453624.58680	8.000000			Vis.	SSW						No		G				TU CAS		STD		
2453624.61530	8.100000			Vis.	CGF						No		G				TU CAS		STD		
2453624.70300	7.400000			Vis.	WI						No		G				TU CAS		STD		
2453624.89200	7.400000			Vis.	WI						No		G				TU CAS		STD		
2453625.36940	7.700000			Vis.	GGC		74	78	AAVSO		No		G				TU CAS		STD		
2453625.60900	8.200000			Vis.	CGF						No		G				TU CAS		STD		
2453625.68500	8.000000			Vis.	WI						No		G				TU CAS		STD		
2453625.92100	8.000000			Vis.	WI						No		G				TU CAS		STD		
2453626.24100	7.700000			Vis.	KSQ						No		G				TU CAS		STD		
2453626.33190	7.900000			Vis.	GGC		78	83	AAVSO		No		G				TU CAS		STD		
2453626.64370	8.100000			Vis.	SUI	BU					No		G				TU CAS		STD		
2453626.68300	8.200000			Vis.	WI						No		G				TU CAS		STD		
2453627.36320	7.700000			Vis.	MKW	A	73	83	ATLAS		No		G				TU CAS		STD		
2453627.43330	7.200000			Vis.	GGC						No		G				TU CAS		STD		
2453627.68300	7.900000			Vis.	WI						No		G				TU CAS		STD		
2453628.28960	8.100000			Vis.	SSW						No		G				TU CAS		STD		
2453628.33190	8.200000			Vis.	GGC		78	83	AAVSO		No		G				TU CAS		STD		
2453628.92800	8.000000			Vis.	WI						No		G				TU CAS		STD		
2453629.33120	7.600000			Vis.	GGC		74	78	AAVSO		No		G				TU CAS		STD		
2453630.36630	7.990000			V	CXR	K					No		G				TU CAS		STD		
2453630.36670	7.990000			V	CUA	K					No		G				TU CAS		STD		
2453630.64310	8.200000			Vis.	SUI	BM					No		G				TU CAS		STD		
2453631.40440	7.630000			V	CUA	K					No		G				TU CAS		STD		
2453631.40470	7.640000			V	CXR	K					No		G				TU CAS		STD		
2453631.55900	7.400000			Vis.	WI						No		G				TU CAS		STD		
2453631.92500	7.700000			Vis.	WI						No		G				TU CAS		STD		
2453632.27920	7.800000			Vis.	SSW	M					No		G				TU CAS		STD		
2453632.59510	8.300000			Vis.	CGF						No		G				TU CAS		STD		
