2454410.7182329,10.970,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.315 11.190 11.505,No,,G,,,,SS Cyg
2454410.7194778,12.726,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.406 12.518 12.882,No,,G,,,,SS Cyg
2454410.7204674,12.046,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.889 11.889 12.264,No,,G,,,,SS Cyg
2454410.7212833,11.456,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.596 11.556 11.882,No,,G,,,,SS Cyg
2454410.7220993,10.903,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.302 11.192 11.517,No,,G,,,,SS Cyg
2454410.7233421,12.637,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.408 12.517 12.879,No,,G,,,,SS Cyg
2454410.724331,12.008,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.890 11.910 12.242,No,,G,,,,SS Cyg
2454410.725147,11.424,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.590 11.539 11.906,No,,G,,,,SS Cyg
2454410.7259621,10.858,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.300 11.194 11.517,No,,G,,,,SS Cyg
2454410.7272093,12.623,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.414 12.512 12.879,No,,G,,,,SS Cyg
2454410.7281988,11.967,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.892 11.891 12.259,No,,G,,,,SS Cyg
2454410.7290148,11.440,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.586 11.546 11.902,No,,G,,,,SS Cyg
2454410.7298308,10.890,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.309 11.196 11.506,No,,G,,,,SS Cyg
2454410.731075,12.707,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.407 12.508 12.890,No,,G,,,,SS Cyg
2454410.7320639,12.003,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.893 11.891 12.259,No,,G,,,,SS Cyg
2454410.7328799,11.417,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.588 11.549 11.897,No,,G,,,,SS Cyg
2454410.7336958,10.887,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.303 11.200 11.508,No,,G,,,,SS Cyg
2454410.7349401,12.696,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.431 12.491 12.884,No,,G,,,,SS Cyg
2454410.7359299,12.005,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.894 11.897 12.251,No,,G,,,,SS Cyg
2454410.7367458,11.440,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.594 11.545 11.894,No,,G,,,,SS Cyg
2454410.7375609,10.884,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.320 11.190 11.500,No,,G,,,,SS Cyg
2454410.7388058,12.661,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.437 12.516 12.852,No,,G,,,,SS Cyg
2454410.7397947,11.986,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.896 11.913 12.233,No,,G,,,,SS Cyg
2454410.7406099,11.439,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.585 11.536 11.914,No,,G,,,,SS Cyg
2454410.7414259,10.885,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.307 11.177 11.526,No,,G,,,,SS Cyg
2454410.7426708,12.667,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.424 12.506 12.875,No,,G,,,,SS Cyg
2454410.7436604,11.999,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.893 11.908 12.241,No,,G,,,,SS Cyg
2454410.7444757,11.416,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.591 11.541 11.902,No,,G,,,,SS Cyg
2454410.7452917,10.871,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.308 11.195 11.508,No,,G,,,,SS Cyg
2454410.7465373,12.607,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.424 12.509 12.872,No,,G,,,,SS Cyg
2454410.7475262,11.957,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.892 11.896 12.254,No,,G,,,,SS Cyg
2454410.7483421,11.349,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.582 11.539 11.913,No,,G,,,,SS Cyg
2454410.7491581,10.834,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.315 11.190 11.506,No,,G,,,,SS Cyg
2454410.750403,12.459,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.426 12.505 12.874,No,,G,,,,SS Cyg
2454410.7513926,11.884,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.903 11.895 12.244,No,,G,,,,SS Cyg
2454410.7522079,11.336,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.600 11.540 11.894,No,,G,,,,SS Cyg
2454410.7530238,10.826,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.293 11.203 11.516,No,,G,,,,SS Cyg
2454410.754269,12.545,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.417 12.505 12.883,No,,G,,,,SS Cyg
2454410.7552577,11.946,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.899 11.878 12.266,No,,G,,,,SS Cyg
2454410.7560737,11.409,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.593 11.544 11.897,No,,G,,,,SS Cyg
2454410.7581332,12.658,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.442 12.485 12.878,No,,G,,,,SS Cyg
2454410.7591228,12.009,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.891 11.887 12.264,No,,G,,,,SS Cyg
2454410.759939,11.402,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.567 11.557 11.910,No,,G,,,,SS Cyg
2454410.7607548,10.885,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.287 11.189 11.535,No,,G,,,,SS Cyg
2454410.7620006,12.573,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.411 12.509 12.885,No,,G,,,,SS Cyg
2454410.7629892,11.905,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.861 11.919 12.262,No,,G,,,,SS Cyg
2454410.7658662,12.588,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.430 12.486 12.889,No,,G,,,,SS Cyg
2454410.7668558,12.011,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.862 11.906 12.274,No,,G,,,,SS Cyg
2454410.7676718,11.461,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.590 11.537 11.907,No,,G,,,,SS Cyg
2454410.7684877,10.922,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.315 11.188 11.508,No,,G,,,,SS Cyg
2454410.7697319,12.650,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.435 12.497 12.873,No,,G,,,,SS Cyg
2454410.7707215,11.981,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.884 11.870 12.288,No,,G,,,,SS Cyg
2454410.7715375,11.450,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.577 11.561 11.896,No,,G,,,,SS Cyg
2454410.7723535,10.901,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.289 11.222 11.501,No,,G,,,,SS Cyg
2454410.7735977,12.705,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.439 12.504 12.862,No,,G,,,,SS Cyg
2454410.7745873,12.036,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.892 11.904 12.246,No,,G,,,,SS Cyg
2454410.7754024,11.467,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.583 11.539 11.912,No,,G,,,,SS Cyg
2454410.7762184,10.892,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.285 11.191 11.535,No,,G,,,,SS Cyg
2454410.7774626,12.547,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.419 12.501 12.884,No,,G,,,,SS Cyg
2454410.7784515,12.002,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.889 11.900 12.253,No,,G,,,,SS Cyg
2454410.7792668,11.495,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.590 11.543 11.901,No,,G,,,,SS Cyg
2454410.7800828,10.950,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.298 11.185 11.529,No,,G,,,,SS Cyg
2454410.7813284,12.792,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.429 12.510 12.866,No,,G,,,,SS Cyg
2454410.7823173,12.084,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.883 11.882 12.276,No,,G,,,,SS Cyg
2454410.7831325,11.516,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.589 11.536 11.909,No,,G,,,,SS Cyg
2454410.7839485,10.955,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.294 11.179 11.539,No,,G,,,,SS Cyg
2454410.7851949,12.738,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.419 12.509 12.877,No,,G,,,,SS Cyg
2454410.7861837,12.085,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.891 11.892 12.259,No,,G,,,,SS Cyg
2454410.7869996,11.538,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.596 11.536 11.902,No,,G,,,,SS Cyg
