GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
VStar,org.aavso.tools.vstar.ui.dialog.prefs,StarGroupManagementPane.new ActionListener() {...},37,0,2,0,7,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,StarGroupManagementPane.new ActionListener() {...},69,0,4,0,11,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,StarGroupManagementPane.new ActionListener() {...},43,0,2,0,9,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,StarGroupManagementPane.new ActionListener() {...},70,0,6,0,11,0,5,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,StarGroupManagementPane.new ActionListener() {...},39,0,2,0,7,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,VeLaSettingsPane.new ActionListener() {...},18,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,VeLaSettingsPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,VeLaSettingsPane,256,0,4,0,56,0,10,0,8,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesColorSelectionPane,254,0,6,0,58,0,12,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.ColorRectComponent,76,0,4,0,24,0,8,0,6,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},23,0,2,0,6,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ChangeListener() {...},17,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NewGroupDialog,102,0,2,0,28,0,7,0,6,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesSizeSelectionPane.DotComponent,70,0,0,0,15,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},14,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},31,0,4,0,8,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},31,0,4,0,8,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},31,0,4,0,8,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},31,0,4,0,8,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.new ActionListener() {...},23,0,2,0,6,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NumericPrecisionSelectionPane,282,0,8,0,78,0,12,0,8,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,StarGroupManagementPane,365,0,2,0,85,0,19,0,18,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NewStarDialog,102,0,2,0,28,0,7,0,6,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesSizeSelectionPane,353,0,6,0,70,0,12,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,LocaleSelectionPane,177,0,4,0,36,0,9,0,7,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NumericPrecisionSelectionPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NumericPrecisionSelectionPane.new ActionListener() {...},14,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NumericPrecisionSelectionPane.new ChangeListener() {...},15,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NumericPrecisionSelectionPane.new ChangeListener() {...},15,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NumericPrecisionSelectionPane.new ChangeListener() {...},15,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.FontDialog,85,0,2,0,25,0,5,0,4,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,PluginSettingsPane,265,0,0,0,71,0,9,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesColorSelectionPane.new ActionListener() {...},30,0,2,0,7,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesColorSelectionPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesColorSelectionPane.new ActionListener() {...},18,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesColorSelectionPane.new ChangeListener() {...},21,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,LocaleSelectionPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,LocaleSelectionPane.new ActionListener() {...},11,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,LocaleSelectionPane.new ActionListener() {...},15,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesSizeSelectionPane.new ActionListener() {...},43,0,2,0,10,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesSizeSelectionPane.new ActionListener() {...},19,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesSizeSelectionPane.new ActionListener() {...},32,0,0,0,6,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,SeriesSizeSelectionPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,PreferencesDialog,192,0,0,0,51,0,7,0,7,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,NewGroupWithStarsDialog,177,0,8,0,45,0,12,0,8,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane,588,0,24,0,140,0,28,0,16,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,ChartPropertiesSelectionPane.ChartFontLabel,28,0,0,0,12,0,5,0,5,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,PluginSettingsPane.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,PluginSettingsPane.new ActionListener() {...},19,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,PluginSettingsPane.new ActionListener() {...},54,0,6,0,17,0,5,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.prefs,PluginSettingsPane.new ActionListener() {...},26,0,4,0,10,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.resources,LoginType,29,0,3,0,8,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.resources,RevisionAccessor,3,9,0,0,1,4,1,3,1,3
VStar,org.aavso.tools.vstar.ui.resources,PluginLoader,482,33,47,1,118,7,35,2,11,2
VStar,org.aavso.tools.vstar.ui.resources,PropertiesAccessor,102,0,6,0,33,0,6,0,3,0
VStar,org.aavso.tools.vstar.ui.resources,ResourceAccessor,87,16,14,0,27,6,12,6,5,6
VStar,org.aavso.tools.vstar.ui.resources,PluginLoader.new FilenameFilter() {...},7,0,0,0,2,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.resources,Star,18,0,0,0,8,0,6,0,6,0
VStar,org.aavso.tools.vstar.ui.resources,LoginInfo,21,32,0,0,9,13,6,5,6,5
VStar,org.aavso.tools.vstar.ui.resources,StarGroups,341,0,26,0,82,0,32,0,19,0
VStar,org.aavso.tools.vstar.ui.task,NewStarFromObSourcePluginTask,657,0,64,0,165,0,40,0,7,0
VStar,org.aavso.tools.vstar.ui.task,UndoableActionTask,89,0,9,0,27,0,8,0,3,0
VStar,org.aavso.tools.vstar.ui.task,ModellingTask,132,0,10,0,32,0,9,0,4,0
VStar,org.aavso.tools.vstar.ui.task,NewStarFromObSourcePluginWithSuppliedFileTask,154,0,8,0,51,0,8,0,4,0
VStar,org.aavso.tools.vstar.ui.task,PluginManagerOperationTask.new Listener() {...},13,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.task,ModellingTask.new Listener() {...},13,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.task,PeriodAnalysisTask,103,0,8,0,32,0,8,0,4,0
VStar,org.aavso.tools.vstar.ui.task,PluginManagerOperationTask,76,0,2,0,21,0,5,0,4,0
VStar,org.aavso.tools.vstar.ui.task,PeriodAnalysisTask.new Listener() {...},13,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.task,ObsListFileSaveTask,74,0,2,0,21,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.task,PhasePlotTask,45,0,0,0,14,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.task,NewStarFromObSourcePluginWithSuppliedURLTask,155,0,10,0,52,0,9,0,4,0
VStar,org.aavso.tools.vstar.ui.task,NewStarFromFileTask,106,0,6,0,30,0,7,0,4,0
VStar,org.aavso.tools.vstar.ui.mediator,NewStarType,80,64,15,0,30,15,15,6,3,6
VStar,org.aavso.tools.vstar.ui.mediator,Mediator.new Listener() {...},25,6,0,0,5,1,2,1,2,1
VStar,org.aavso.tools.vstar.ui.mediator,Mediator.new Listener() {...},17,9,2,0,4,1,3,1,2,1
VStar,org.aavso.tools.vstar.ui.mediator,Mediator.new Listener() {...},57,6,4,0,17,1,4,1,2,1
VStar,org.aavso.tools.vstar.ui.mediator,Mediator.new Listener() {...},48,0,2,0,10,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.mediator,Mediator.new Listener() {...},21,6,0,0,7,1,2,1,2,1
VStar,org.aavso.tools.vstar.ui.mediator,Mediator.new Listener() {...},40,6,4,0,9,1,4,1,2,1
VStar,org.aavso.tools.vstar.ui.mediator,ViewModeType,89,48,26,0,30,12,18,1,3,1
VStar,org.aavso.tools.vstar.ui.mediator,Mediator,2716,361,248,4,684,77,222,23,90,21
VStar,org.aavso.tools.vstar.ui.mediator,AnalysisType,0,15,0,0,0,2,0,1,0,1
VStar,org.aavso.tools.vstar.ui.mediator,DocumentManager,720,14,67,1,154,6,70,2,35,2
VStar,org.aavso.tools.vstar.ui.mediator,DocumentManager.new Listener() {...},23,0,0,0,6,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.mediator,DocumentManager.new Listener() {...},13,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.mediator,StarInfo,74,117,2,2,31,35,22,7,20,7
VStar,org.aavso.tools.vstar.plugin,ObservationSinkPluginBase,21,6,0,0,10,2,9,1,9,1
VStar,org.aavso.tools.vstar.plugin,PluginComponentFactory,129,46,16,0,32,10,12,3,4,3
VStar,org.aavso.tools.vstar.plugin,InputType,27,0,0,0,5,0,1,0,1,0
VStar,org.aavso.tools.vstar.plugin,ObservationToolPluginBase,17,6,0,0,8,2,7,1,7,1
VStar,org.aavso.tools.vstar.plugin,ObservationSourcePluginBase,130,31,2,0,43,11,28,3,27,3
VStar,org.aavso.tools.vstar.plugin,ObservationTransformerPluginBase,17,6,0,0,8,2,7,1,7,1
VStar,org.aavso.tools.vstar.plugin,CustomFilterPluginBase,67,6,4,0,22,2,12,1,10,1
VStar,org.aavso.tools.vstar.plugin,ModelCreatorPluginBase,18,6,0,0,9,2,8,1,8,1
VStar,org.aavso.tools.vstar.plugin,GeneralToolPluginBase,17,6,0,0,8,2,7,1,7,1
VStar,org.aavso.tools.vstar.plugin,CustomFilterPluginBase.new IFilterDescription() {...},23,0,0,0,4,0,4,0,4,0
VStar,org.aavso.tools.vstar.ui.dialog.series,MultipleSeriesSelectionDialog,100,0,0,0,24,0,5,0,5,0
VStar,org.aavso.tools.vstar.ui.dialog.series,AIDSeriesSelectionPane,381,0,12,0,69,0,22,0,16,0
VStar,org.aavso.tools.vstar.ui.dialog.series,SingleSeriesSelectionPane,403,0,36,0,100,0,25,0,7,0
VStar,org.aavso.tools.vstar.ui.dialog.series,AbstractSeriesVisibilityDialog,127,0,2,0,30,0,8,0,7,0
VStar,org.aavso.tools.vstar.ui.dialog.series,SeriesVisibilityPane.new ActionListener() {...},26,0,2,0,6,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.series,SeriesVisibilityPane.new ActionListener() {...},49,0,8,0,10,0,6,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.series,SeriesVisibilityPane.new Listener() {...},25,0,2,0,7,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.series,SingleSeriesSelectionDialog,103,0,0,0,24,0,5,0,5,0
VStar,org.aavso.tools.vstar.ui.dialog.series,MeanSourcePane,592,0,32,0,142,0,25,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog.series,SeriesVisibilityPane,748,0,48,0,175,0,40,0,16,0
VStar,org.aavso.tools.vstar.util.discrepant,DiscrepantReport,115,0,0,0,30,0,10,0,10,0
VStar,org.aavso.tools.vstar.util.discrepant,VSXWebServiceZapperLogger,142,0,2,0,30,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.pane.plot,PhaseAndMeanPlotPane.new Listener() {...},39,0,4,0,7,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,PhaseAndMeanPlotPane.new Listener() {...},9,0,0,0,3,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,PhaseAndMeanPlotPane.new Listener() {...},9,0,0,0,3,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,PhaseAndMeanPlotPane.new Listener() {...},88,0,13,0,17,0,11,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,PhaseAndMeanPlotPane.new Listener() {...},22,0,4,0,6,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,TimeElementsInBinSettingPane.new Listener() {...},50,0,2,0,11,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,TimeElementsInBinSettingPane.new ActionListener() {...},40,0,2,0,9,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.pane.plot,AbstractObservationPlotPane,948,0,84,0,226,0,66,0,24,0
VStar,org.aavso.tools.vstar.ui.pane.plot,AbstractObservationPlotPane.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.pane.plot,AbstractObservationPlotPane.new Listener() {...},12,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,AbstractObservationPlotPane.new Listener() {...},12,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,TimeElementsInBinSettingPane,126,0,2,0,32,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,ObservationAndMeanPlotPane.new Listener() {...},38,0,4,0,7,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,ObservationAndMeanPlotPane.new Listener() {...},22,0,4,0,6,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,ObservationAndMeanPlotPane.new Listener() {...},112,0,17,0,20,0,13,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,ObservationAndMeanPlotPane,205,0,14,0,38,0,16,0,9,0
VStar,org.aavso.tools.vstar.ui.pane.plot,VStarPlotDataRenderer,37,0,2,0,8,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.pane.plot,PhaseAndMeanPlotPane,196,0,8,0,39,0,20,0,16,0
VStar,org.aavso.tools.vstar.input.text,ObservationFieldSplitter,32,85,1,9,7,20,1,7,0,3
VStar,org.aavso.tools.vstar.input.text,ObservationSourceAnalyser,8,195,3,29,0,53,3,22,0,9
VStar,org.aavso.tools.vstar.input.text,TextFormatObservationReader,111,85,18,12,27,27,17,6,4,4
VStar,org.aavso.tools.vstar.ui.model.list,SimpleFormatRawDataColumnInfoSource,14,148,6,22,4,59,7,25,1,8
VStar,org.aavso.tools.vstar.ui.model.list,ValidObservationTableModel,82,147,6,6,23,35,6,18,2,16
VStar,org.aavso.tools.vstar.ui.model.list,ValidObservationTableModel.new Listener() {...},11,6,0,0,4,1,2,1,2,1
VStar,org.aavso.tools.vstar.ui.model.list,ValidObservationTableModel.new Listener() {...},6,6,0,0,3,1,2,1,2,1
VStar,org.aavso.tools.vstar.ui.model.list,PhasePlotModelObservationTableModel,24,55,8,5,8,19,8,7,1,6
VStar,org.aavso.tools.vstar.ui.model.list,ArbitraryFormatPhasePlotColumnInfoSource,85,0,8,0,26,0,12,0,8,0
VStar,org.aavso.tools.vstar.ui.model.list,RawDataMeanObservationTableModel,13,82,6,13,2,38,6,15,0,7
VStar,org.aavso.tools.vstar.ui.model.list,WWZDataTableModel,3,43,0,0,1,13,1,8,1,8
VStar,org.aavso.tools.vstar.ui.model.list,InvalidObservationTableModel,4,69,3,11,0,32,3,14,0,7
VStar,org.aavso.tools.vstar.ui.model.list,AAVSOFormatRawDataColumnInfoSource,282,228,99,18,124,61,87,21,1,8
VStar,org.aavso.tools.vstar.ui.model.list,AbstractSyntheticObservationTableModel,0,46,0,2,0,11,0,5,0,4
VStar,org.aavso.tools.vstar.ui.model.list,PeriodAnalysisDataTableModel,0,128,0,6,0,25,0,14,0,11
VStar,org.aavso.tools.vstar.ui.model.list,RawDataModelObservationTableModel,27,57,9,7,10,24,9,9,1,6
VStar,org.aavso.tools.vstar.ui.model.list,SimpleFormatPhasePlotColumnInfoSource,85,0,8,0,26,0,12,0,8,0
VStar,org.aavso.tools.vstar.ui.model.list,PhasePlotMeanObservationTableModel,27,57,9,7,10,24,9,9,1,6
VStar,org.aavso.tools.vstar.ui.model.list,ArbitraryFormatRawDataColumnInfoSource,236,0,32,0,77,0,34,0,9,0
VStar,org.aavso.tools.vstar.ui.model.list,AbstractModelObservationTableModel,24,17,3,3,6,6,3,4,1,3
VStar,org.aavso.tools.vstar.ui.model.list,AbstractMeanObservationTableModel,0,15,0,0,0,7,0,3,0,3
VStar,org.aavso.tools.vstar.ui.model.list,AAVSOFormatPhasePlotColumnInfoSource,86,0,8,0,27,0,12,0,8,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog.new ActionListener() {...},39,0,0,0,9,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog.new ActionListener() {...},28,0,0,0,7,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog.new ActionListener() {...},56,0,0,0,11,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog.new ActionListener() {...},43,0,0,0,10,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog.new Listener() {...},30,0,0,0,8,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog.new Listener() {...},56,0,6,0,11,0,6,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterDialog,456,0,24,0,121,0,25,0,13,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterPane.new ActionListener() {...},119,0,10,0,24,0,7,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterPane.new ActionListener() {...},22,0,2,0,5,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterDialog.new ActionListener() {...},37,0,4,0,9,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterDialog.new IFilterDescription() {...},25,0,0,0,6,0,4,0,4,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterDialog.new Listener() {...},17,0,0,0,5,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterDialog.new Listener() {...},50,0,8,0,12,0,7,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFiltersDialog,296,0,8,0,71,0,15,0,11,0
VStar,org.aavso.tools.vstar.ui.dialog.filter,ObservationFilterPane,238,0,12,0,51,0,12,0,6,0
